-0.954243	-3.1888
-1.77085	-4.81786
-2.03743	-5.35095
-2.2014	-5.67888
-2.32015	-5.91637
-2.4133	-6.10268
-2.48996	-6.25599
-2.55509	-6.38627
-2.61172	-6.49952
-2.66181	-6.5997
-2.70672	-6.68951
-2.74741	-6.7709
-2.78462	-6.84531
-2.81889	-6.91385
-2.85065	-6.97737
-2.88024	-7.03656
-2.90795	-7.09198
-2.93399	-7.14406
-2.95856	-7.19319
-2.98182	-7.23972
-3.00389	-7.28386
-3.0249	-7.32587
-3.04493	-7.36596
-3.06408	-7.40427
-3.08243	-7.44093
-3.10003	-7.47607
-3.11694	-7.50995
-3.13322	-7.54251
-3.14891	-7.57391
-3.16406	-7.60418
-3.17869	-7.63345
-3.19285	-7.66184
-3.20656	-7.6893
-3.21985	-7.71567
-3.23274	-7.74156
-3.24527	-7.76683
-3.25744	-7.79075
-3.26928	-7.81477
-3.28081	-7.83781
-3.29203	-7.86022
-3.30298	-7.882
-3.31366	-7.90342
-3.32408	-7.92424
-3.33425	-7.94458
-3.3442	-7.96447
-3.35392	-7.98391
-3.36342	-8.00292
-3.37273	-8.02153
-3.38184	-8.03973
-3.39076	-8.0576
-3.3995	-8.07605
-3.40807	-8.09305
-3.41647	-8.10975
-3.42472	-8.1255
-3.43281	-8.14123
-3.44075	-8.15758
-3.44855	-8.1734
-3.45621	-8.1885
-3.46374	-8.20353
-3.47114	-8.21867
-3.47842	-8.23353
-3.48558	-8.24722
-3.49262	-8.26131
-3.49955	-8.27517
-3.50637	-8.29058
-3.51308	-8.30221
-3.5197	-8.31547
-3.52621	-8.32851
-3.53263	-8.3414
-3.53895	-8.35079
-3.54518	-8.36286
-3.55133	-8.38249
-3.55739	-8.39428
-3.56336	-8.40427
-3.56926	-8.41736
-3.57507	-8.42872
-3.58081	-8.43768
-3.58647	-8.45082
-3.59207	-8.46155
-3.59759	-8.47226
-3.60304	-8.48265
-3.60842	-8.49313
-3.61374	-8.50358
-3.61899	-8.51414
-3.62418	-8.52464
-3.62931	-8.53474
-3.63438	-8.5416
-3.63939	-8.55481
-3.64434	-8.56476
-3.64924	-8.57463
-3.65408	-8.59072
-3.65887	-8.59384
-3.66361	-8.60328
-3.66829	-8.61282
-3.67293	-8.62206
-3.67752	-8.63127
-3.68205	-8.64024
-3.68655	-8.64902
-3.69099	-8.65798
-3.69539	-8.66686
-3.69975	-8.67565
-3.70406	-8.69903
-3.70834	-8.6926
-3.71257	-8.6887
-3.71675	-8.70966
-3.7209	-8.70741
-3.72501	-8.736
-3.72908	-8.74298
-3.73312	-8.75019
-3.73711	-8.74365
-3.74107	-8.76443
-3.745	-8.77086
-3.74889	-8.78161
-3.75274	-8.78145
-3.75656	-8.79276
-3.76035	-8.79616
-3.7641	-8.80482
-3.76782	-8.8085
-3.77151	-8.81905
-3.77517	-8.81909
-3.7788	-8.83326
-3.7824	-8.82923
-3.78597	-8.86173
-3.78951	-8.85517
-3.79302	-8.86181
-3.7965	-8.86857
-3.79996	-8.8764
-3.80339	-8.88251
-3.80679	-8.88969
-3.81017	-8.89653
-3.81351	-8.93341
-3.81684	-8.93717
-3.82014	-8.94192
-3.82341	-8.92277
-3.82666	-8.92958
-3.82988	-8.93567
-3.83308	-8.94215
-3.83626	-8.93628
-3.83942	-9.01028
-3.84255	-8.91
-3.84566	-8.91391
-3.84874	-8.97422
-3.85181	-8.97916
-3.85485	-9.04737
-3.85788	-8.99171
-3.86088	-8.99696
-3.86386	-9.00331
-3.86682	-8.96521
-3.86976	-9.0628
-3.87268	-9.06543
-3.87558	-8.98897
-3.87846	-9.0328
-3.88133	-9.07372
-3.88417	-9.07636
-3.887	-9.02219
-3.88981	-9.10949
-3.8926	-9.04009
-3.89537	-9.04736
-3.89812	-9.02508
-3.90086	-9.07819
-3.90358	-9.10521
-3.90628	-9.08868
-3.90897	-9.09972
-3.91164	-9.10339
-3.91429	-9.10498
-3.91693	-9.10021
-3.91955	-9.11553
-3.92215	-9.12032
-3.92474	-9.12552
-3.92732	-9.1327
-3.92988	-9.13615
-3.93242	-9.14018
-3.93495	-9.14493
-3.93747	-9.15185
-3.93997	-9.15663
-3.94245	-9.16065
-3.94493	-9.09431
-3.94738	-9.26275
-3.94983	-9.09333
